Vmag,Plx,e_Plx,B-V,SpType
4.99,4.41,0.62,-0.071,B8III
10.04,1.74,2.05,0.492,F3V
9.38,2.39,1.51,1.098,K4V
7.09,5.47,0.84,-0.053,B8
8.29,5.13,0.76,1.011,K0III
8.38,6.5,0.81,0.43,F3/F5V
8.39,4.67,1.06,0.147,A0
9.77,7.85,3.33,0.95,K0/K1V
7.61,3.99,0.73,0.168,A0
8.55,4.39,1.09,1.205,K1III
10.02,5.52,1.76,1.05,K0
8.8,1.3,1.21,1.117,K0
6.87,7.6,1.18,1.077,K0
7.54,5.06,0.83,1.38,K0
8.18,21.24,1.28,0.649,F8
8.3,3.99,1.2,1.078,K0
6.4,7.22,0.75,0.135,A3III
8.06,3.71,1.03,1.12,K0
8.94,-0.32,1.13,-0.054,O9V
7.86,13.73,0.88,0.487,F6V
9.02,5.36,1.12,1.431,K2
8.59,2.3,1.25,0.391,F0III
9.9,5.61,1.53,0.58,F8
9.03,4.74,0.88,1.096,K1III
9.39,3.21,1.41,0.852,G5III
10.18,0.36,3.58,0.56,G0
8.77,1.89,1.32,1.282,K2III
8.49,5.7,0.88,0.279,A8III
5.97,3.86,0.98,1.584,M2III
6.97,4.34,0.78,-0.106,B6V
7.78,4.14,0.89,1.047,K0III
7.38,2.68,1.03,0.774,G5
8.08,2.94,1.11,0.221,B1:V:pe
8.73,10.31,1.07,0.455,F3/F5V
6.89,3.34,0.57,1.36,K2III
8.76,1.47,1.31,1.008,K0V
8.42,2.0,0.91,0.089,A0
7.79,12.78,0.94,0.568,F8
7.93,10.2,0.83,0.402,F0
8.6,5.51,1.28,0.539,F8
8.97,4.88,1.52,1.626,K5
7.93,3.32,0.7,1.608,K5III
8.18,0.75,1.11,1.747,K5
8.85,2.06,0.78,-0.126,B5V
9.21,12.92,1.39,0.662,G3V
8.5,3.59,1.34,0.944,G5
8.03,0.09,1.16,1.426,K2/K3III
9.02,31.79,1.17,1.02,K2V
8.88,1.92,1.53,1.12,G5
8.49,2.77,1.11,1.356,K3III
8.71,2.7,1.07,0.052,B7IV
7.55,2.64,0.91,0.921,G5
9.12,1.35,0.87,1.077,G8III
8.2,10.87,0.96,0.473,F5
12.26,36.17,4.3,1.441,G:
8.83,5.11,1.43,0.152,A0
6.3,3.4,0.83,1.34,K2III
6.91,10.46,0.93,0.197,A3
6.0,11.49,0.64,0.029,A1Vn
10.08,4.91,2.42,0.499,F5
9.92,3.61,1.87,0.488,G0
9.87,8.47,1.5,0.707,G5
6.04,3.03,0.56,1.107,K0
6.53,4.9,0.86,1.297,K0
5.5,8.81,0.82,0.029,A2V
7.28,4.08,0.69,0.187,A6V
5.87,9.91,0.88,0.966,K0II/III
5.59,0.94,0.64,0.325,B8Ib
8.07,3.77,1.3,1.603,K0
9.35,7.85,2.32,0.244,B9III
6.88,20.63,1.15,0.664,G0
7.62,4.76,0.94,1.148,K0III
8.1,2.69,0.79,0.867,G6/G8III/IV
8.58,9.49,1.1,0.513,F8
8.41,2.74,0.73,1.191,K1/K2IIICN.
8.33,3.99,1.03,0.317,A3
8.11,0.22,1.07,1.5,M4Ib+...
7.7,21.24,1.9,0.644,G0
7.8,3.41,0.93,1.406,K0
6.12,8.98,0.58,0.162,A5III
8.85,7.48,1.22,0.264,A3/A4III
9.32,7.88,1.1,0.423,F5V
5.42,11.31,0.85,0.146,A5III
8.42,5.18,1.27,0.896,G5
9.52,16.85,1.71,0.842,K0
8.58,3.38,1.29,1.535,M2III
8.15,3.0,1.11,0.256,A7V
7.8,8.45,0.91,0.55,F8
7.6,1.74,0.98,0.996,G5
8.78,8.21,1.37,0.281,Am
3.95,20.12,0.56,-0.002,A2V
11.86,23.48,3.58,1.376,K7
7.88,5.53,0.86,0.066,A0
8.46,6.3,1.02,0.396,A5
8.42,1.28,1.14,0.09,A2
11.16,34.89,2.43,1.427,K7
7.75,4.33,0.72,0.081,A0p...
9.13,1.94,2.08,1.4,K5
8.29,6.38,1.0,0.408,F2IV/V
11.54,21.7,3.39,1.34,K7V:
7.39,5.84,0.92,1.074,K2III
8.26,1.61,1.07,1.614,K0
9.47,2.26,1.42,1.556,M0
9.69,12.43,1.01,0.764,G8/K0IV/V
8.1,2.09,0.96,1.02,G5
9.44,-0.05,2.05,1.229,K0
8.11,5.59,0.64,0.342,F5
7.92,0.97,0.71,1.744,M1
7.28,3.28,0.91,1.025,G5
10.15,10.69,1.8,0.68,F8
9.2,15.18,1.31,0.689,G5
8.68,-0.21,1.26,1.457,K7
9.0,2.24,1.16,0.003,B9V
5.64,18.9,0.71,0.537,F8IV
5.61,4.98,0.81,1.589,K5Iab:
8.41,4.38,1.02,0.512,F5
8.07,11.54,0.67,0.365,F2IV/V
8.6,4.13,1.18,0.309,A2
6.24,2.43,0.9,1.424,K4III
8.69,7.18,0.79,0.433,F3V
8.69,22.16,0.98,0.722,G8V
8.39,5.08,1.1,1.107,G5
5.96,9.89,0.88,0.851,G5V...
9.73,1.19,1.45,0.515,F5
9.03,2.08,0.8,0.028,A
8.34,13.71,1.12,0.431,F2
7.53,-0.72,0.91,1.677,G5Ia
7.74,9.45,1.03,0.391,F2
9.39,7.99,1.25,0.605,G1V
8.4,2.9,0.72,-0.057,B9V
7.03,2.95,0.96,1.605,M0/M1III
2.1,9.19,0.73,1.37,B8V
7.92,3.3,1.0,0.734,G0
7.3,20.34,1.04,0.694,G3V
8.91,15.62,1.4,0.679,G5
8.25,3.45,1.05,0.311,F0
8.95,2.58,1.26,0.425,F5
8.89,9.62,1.12,0.734,G3IV
7.86,4.29,0.96,1.02,K0III
7.19,10.2,0.92,0.526,F5
10.01,15.31,1.12,0.744,G5
9.91,3.97,1.54,0.737,G8V:
9.31,4.8,2.23,0.635,G3IV/V
8.89,10.92,1.0,0.667,G8/K0III+..
8.71,6.98,1.67,0.4,F3/F5V
9.38,2.66,1.33,0.298,A
6.43,3.1,0.83,1.498,K4III
6.66,5.3,0.69,-0.037,B8
9.51,18.6,1.57,0.865,K0
7.91,2.81,1.06,1.241,K0
7.36,22.16,0.93,0.555,F6IV
9.47,12.6,1.4,0.678,G5V
9.72,3.88,4.35,0.724,G3V
9.14,3.64,1.77,1.038,K0/K1IV
8.26,3.07,0.77,0.231,A4IV
8.42,5.62,1.23,0.74,G3IV
7.68,11.99,0.8,0.367,F0
8.6,2.46,1.06,1.369,K0
8.81,-0.39,1.5,0.557,F2
8.3,2.69,0.94,1.19,K0
7.14,4.48,0.84,1.01,G8III
10.26,2.62,3.1,0.528,F8
9.39,2.79,1.09,0.074,A0
7.81,15.02,0.83,0.607,G0V
9.27,11.26,1.24,0.652,G2V
8.94,9.34,1.31,0.495,F8
10.42,4.46,1.83,0.364,F5
4.68,9.03,0.78,-0.156,B9.5p (Si)
7.5,13.52,1.04,0.461,F5V
7.7,5.89,0.62,0.151,A5V
10.25,0.05,2.1,1.153,K0
8.41,8.63,1.24,0.548,F7V
9.14,2.59,0.91,1.019,K0III
7.43,26.91,0.83,0.71,K0
10.52,-0.63,1.22,1.25,K5
6.45,21.17,0.56,0.386,F2V
7.27,13.88,1.04,0.418,F3V
9.29,4.05,1.16,0.511,F5IV
8.66,2.1,1.04,1.172,K0
9.33,-0.37,1.5,0.432,B8V
8.17,3.22,0.89,-0.004,A0
6.52,9.78,0.69,0.003,A0V
8.66,32.32,9.52,0.566,G0/G1V
7.7,5.99,0.96,1.198,K2IIICN...
8.78,9.04,1.83,0.9,K2III:
8.74,2.36,1.11,0.18,A3V
9.12,-0.21,1.18,1.363,K5
7.99,2.75,0.67,-0.005,B9V
8.17,7.1,1.11,0.469,F5
8.78,1.37,0.9,0.953,G6III
8.25,4.25,1.14,0.38,F3III
7.37,1.66,1.0,1.612,M2/M3III
9.4,0.11,1.43,0.066,B9
9.6,4.65,1.39,0.139,B2
8.22,11.98,1.7,0.614,F8V
9.82,7.68,1.37,0.6,G0
6.44,6.8,0.98,1.114,K0
8.73,-0.33,1.26,1.104,K0
9.51,8.1,1.07,0.565,G0V
8.8,20.35,1.05,0.734,G5
7.94,4.7,1.01,0.997,K0III
10.41,0.6,1.83,1.027,G5
10.05,10.47,1.42,0.563,F8V
9.51,19.49,1.52,0.89,K1
8.6,2.82,1.09,1.015,K0
7.79,39.16,1.11,0.832,K0V
9.8,1.69,1.1,1.685,M2
7.04,5.16,0.83,0.988,K0
7.1,-0.18,0.95,0.307,B1III
8.15,1.43,0.72,1.248,K2III
8.46,3.47,1.73,1.0,G5
7.92,1.54,1.04,1.386,K0
6.53,9.92,0.65,0.303,F0
10.19,105.94,2.04,1.514,M3
8.9,8.66,1.25,0.569,F8
7.51,15.0,0.95,0.571,F7IV
9.78,-0.95,1.96,0.504,F6V
5.27,29.8,0.56,0.345,F0Vn
7.71,7.73,1.13,0.5,F0III/IV+..
9.77,3.96,1.42,0.493,F5
10.19,0.81,4.11,0.55,G0
9.31,2.63,1.32,0.971,G5
8.29,3.07,2.7,0.304,A5
9.52,1.28,1.33,1.5,K2III
8.79,1.97,1.04,0.407,F0p
7.34,2.38,0.93,1.483,K4III
8.91,1.49,1.67,0.19,A2
7.34,0.91,0.89,0.924,G6:IIICNpva
7.82,6.29,0.87,1.102,K1III
9.6,14.83,2.44,0.785,K0V
9.01,1.08,1.22,0.221,A5
8.68,20.85,1.19,0.684,G5V
9.15,7.59,1.38,0.409,F0
9.78,7.87,1.54,0.771,G3/G5III:
8.01,2.25,0.82,0.289,A2
9.35,7.4,1.5,0.396,F0
8.74,6.19,1.46,0.212,A4V
7.01,2.31,0.86,1.5,K5
10.88,44.37,1.97,1.4,K
9.83,1.13,1.95,0.555,G0V
8.62,7.41,1.07,0.992,K0III
9.56,30.57,3.71,1.021,K3V
6.99,12.21,0.89,0.508,F5
8.88,1.03,1.21,0.918,G5
8.86,3.69,1.3,0.194,A2IV
7.81,3.17,0.8,1.642,M1/M2III
9.7,0.33,1.64,0.394,A5
8.48,2.52,1.03,0.706,F8
9.4,2.85,1.36,1.108,G8III
9.21,1.13,0.94,1.074,K0III
12.02,26.21,3.7,1.428,M1V:
5.22,7.65,0.52,0.954,G8III
10.03,20.89,1.49,1.0,K8
8.3,0.39,1.06,0.382,B0.5III
10.77,7.67,2.2,0.24,F5
9.69,3.94,1.37,1.359,Me
7.47,11.36,0.68,0.436,F5/F6V
8.95,21.63,1.45,0.795,G8/K0V
9.05,14.5,0.86,0.589,G0/G1V
9.78,-1.21,3.41,0.424,F0
7.31,6.95,0.65,1.068,K0III
8.55,22.31,1.89,0.885,K1V
10.15,6.52,2.34,0.484,F8
8.51,6.64,0.95,0.53,F8V
8.2,9.74,1.13,0.43,F8
8.64,1.44,1.37,1.397,K3III
7.58,7.48,1.02,0.342,F0
8.7,3.19,1.01,0.11,A0...
7.55,4.16,0.93,1.015,K0III
7.88,12.86,1.06,0.401,F5
9.22,4.29,0.87,0.627,G1IV
9.79,9.47,1.12,0.649,G5V
6.79,11.48,0.96,0.376,F0
12.15,105.64,3.0,1.719,K:...
9.77,2.31,1.33,0.302,A5/A8m...
9.83,34.78,1.43,1.17,K6
9.38,5.8,1.43,0.624,G3V
7.81,5.96,1.06,0.409,F2
8.67,6.33,1.58,0.437,F5
8.86,2.17,1.13,1.071,K0
9.28,0.97,0.98,1.181,K2III
9.31,7.88,1.34,0.529,F8
8.36,3.28,1.28,1.4,G2II
9.1,-0.1,1.28,1.832,M0
8.34,7.29,1.17,1.008,K1III
8.2,7.55,1.06,0.499,F5V
7.53,5.49,0.96,1.166,K0III
6.86,7.41,0.77,0.314,A5
9.34,8.03,1.45,0.546,F8V
7.49,2.4,0.7,0.224,A0
9.46,3.72,1.05,0.891,G5
10.35,1.08,2.71,0.455,B0.5:pe
7.42,14.0,0.94,0.578,F8
8.76,9.45,1.08,0.546,F7V
6.74,13.22,0.89,0.311,F0
7.93,0.72,0.89,-0.05,B1.5II
6.27,3.71,0.94,1.636,M4
9.73,7.81,1.88,0.563,F5
8.59,4.7,1.26,1.105,G5
7.08,2.45,0.73,1.61,M3III
7.36,6.8,0.93,0.418,F2
7.75,2.15,1.66,0.254,A0
7.56,7.88,0.98,0.58,F8
7.98,1.28,0.94,0.067,B4IV
8.32,0.51,1.02,1.563,M0
9.33,8.25,1.22,0.676,G6V
6.96,4.3,0.96,1.394,K2/K3III
8.47,13.82,1.31,0.495,F5
9.46,10.75,1.41,0.593,G0
7.9,1.84,1.23,0.067,A0
8.38,0.7,1.19,1.308,K2
8.82,2.11,1.33,0.224,A0
7.02,4.6,0.57,1.032,K1III
9.02,-1.13,1.13,0.084,B2III
6.29,5.98,0.87,0.897,K0
7.16,7.07,0.85,1.08,K0
6.89,43.14,0.94,0.662,G2V
8.94,6.86,1.41,0.348,F0V
7.86,3.45,1.08,1.255,K2III
8.67,5.48,1.3,0.223,B9V
8.69,3.22,1.28,0.08,A0
8.86,2.0,0.84,1.07,K0III
9.6,4.23,1.34,1.075,K0/K1III
5.03,17.4,0.88,0.121,A2m
8.06,12.05,1.03,0.612,G3V
9.91,4.74,1.75,0.566,K
8.67,4.32,1.27,0.421,F2
8.73,3.7,1.18,1.066,K0
7.53,4.28,0.87,1.129,K1III
7.74,10.62,0.93,0.559,F8
9.24,1.18,1.32,0.974,K0
9.59,2.97,1.52,1.012,K1III
9.5,5.02,2.08,0.439,F5IV/V
9.38,11.99,1.12,0.578,G1V
8.19,3.99,1.04,0.355,F0
8.06,2.31,1.0,1.459,K2
9.9,2.06,1.67,1.008,K0
9.02,8.04,1.26,0.574,G0
7.25,2.72,0.86,0.18,A3
8.07,6.33,0.96,0.353,F0
10.41,4.11,1.85,0.355,A9V
8.53,-0.72,1.09,1.718,M0
8.97,6.41,1.27,0.47,G0
7.05,1.77,0.85,1.535,K0
9.04,11.03,1.33,0.597,G5
6.75,14.09,0.83,0.186,A2
6.01,2.81,0.83,-0.03,B9IV-Vn
9.09,2.47,1.13,0.995,K0III
8.77,2.18,1.25,1.321,K
6.39,12.01,0.84,1.143,K1III
9.31,2.8,1.1,0.267,Am
7.3,6.62,0.88,1.049,K1III
7.49,7.37,1.05,1.008,G5
9.27,1.78,1.04,1.446,K4/K5III
8.24,5.13,0.88,0.17,A0
7.58,3.47,1.03,1.626,M1III
6.71,6.57,0.54,0.883,G8III
7.85,2.34,0.94,1.61,M0III
8.36,10.72,0.83,0.453,F5V
9.17,10.31,1.62,0.495,F8
7.72,5.19,1.22,0.399,F0
6.64,4.5,0.87,0.932,G5
8.27,-1.02,1.15,1.378,K2
8.95,8.86,2.6,0.586,G0
9.57,2.98,1.51,0.55,F8
9.63,7.02,1.47,0.586,G0V
12.25,12.35,3.99,1.238,K7
7.67,6.97,0.68,0.128,A2
8.3,7.58,1.21,0.421,F5
9.21,10.82,1.1,0.695,G6IV/V
2.01,49.48,0.99,1.151,K2III
7.51,18.83,0.58,0.534,F7/F8V
8.61,2.46,1.32,2.157,M2Ia0-a...
8.27,0.86,1.19,1.094,K1III:
8.83,11.34,1.97,0.7,G5V
8.98,4.18,1.31,0.246,F0
8.69,3.75,1.06,0.116,B9
9.83,-0.62,1.64,1.207,K0
8.64,19.93,0.79,0.701,G5V
8.2,1.63,0.97,-0.086,B8
9.15,7.05,1.1,0.53,F8
9.11,4.47,1.17,1.314,K2III
9.41,5.11,1.67,0.495,F7V
7.01,4.95,0.86,0.103,A2
9.34,2.23,1.43,0.44,A5V
8.85,3.42,0.86,1.071,K1III
7.7,3.84,0.92,1.066,K1IIICN...
9.0,1.88,0.82,1.393,K2/K3III:
7.5,22.24,0.63,0.544,F8V
9.48,5.3,2.59,0.835,G8V
8.45,4.16,1.08,0.198,A2
8.8,2.25,1.12,0.64,A-F
10.59,3.91,2.2,0.52,F5
7.56,3.28,0.64,0.16,A2
9.08,1.13,1.19,0.336,A2
8.99,1.58,1.03,0.155,A0
6.88,27.04,0.86,0.624,G2V
8.51,2.68,2.03,0.138,G5+...
9.6,10.48,1.14,0.685,G8V
7.84,3.92,1.03,0.266,A3
7.84,8.45,1.25,0.495,F5
8.62,5.81,1.9,1.007,K0III
11.05,1.67,2.69,0.652,G0
8.33,3.42,1.04,0.057,A0
9.21,7.87,1.12,0.423,F5V
11.22,22.44,2.61,1.271,K7V:
9.82,11.6,1.06,0.677,G5/G6IV/V
8.33,2.81,1.11,1.099,K0III
7.88,3.97,0.76,1.181,K2IIICN...
6.63,3.82,0.98,0.22,A3
8.69,7.5,1.14,0.303,A9V
6.99,5.14,1.19,1.539,K5
9.62,7.73,1.68,0.641,G5
9.36,1.08,1.48,1.102,F8
7.67,2.75,0.91,1.008,G5
9.39,6.92,0.92,0.66,G3
8.96,8.71,1.43,0.488,F5/F6V
10.38,3.56,1.44,0.278,F0
9.81,4.97,1.57,0.49,F5
7.53,13.07,1.09,0.309,F0
8.55,0.6,0.99,0.226,B0pe
9.41,-1.03,1.37,0.004,B1V
8.36,3.94,0.99,-0.048,B9
9.92,4.91,1.59,0.5,F5
8.92,11.51,1.3,0.495,F5V
8.33,4.23,1.32,1.259,K2/K3III
8.58,7.86,1.11,0.417,F2IV/V
7.99,14.07,1.05,0.486,F5/F6V
9.41,6.09,1.28,0.497,G0
7.77,1.25,1.01,1.604,K5III
9.48,16.52,1.41,0.686,K0
9.71,2.4,1.7,1.107,K0
7.05,1.74,1.12,1.64,K0
7.78,3.86,0.8,1.022,K0
9.25,4.64,1.44,1.373,K0
6.5,11.47,0.67,0.205,A4V
7.75,3.82,0.97,1.599,K5
8.75,2.49,0.83,1.252,K2IIICN...
8.26,3.73,1.23,1.1,K0III
7.23,9.43,0.8,0.27,A8/A9IV
8.3,3.62,1.03,1.39,G5
9.37,10.37,1.29,0.662,G5V
9.34,5.64,1.0,0.544,F8
9.18,1.19,1.41,1.665,M0
8.34,8.29,1.25,0.71,G3V
7.6,4.67,0.87,1.1,K1III
9.53,1.04,1.51,0.174,B8V
7.14,2.99,1.03,1.717,M...
9.24,5.32,1.44,0.763,G0
7.27,4.54,1.15,0.033,A0
6.98,5.82,0.97,0.189,A3
10.01,17.3,1.52,1.075,K7V:
8.52,7.42,0.8,0.39,F3V
10.16,4.45,1.71,0.53,F7/F8V
8.98,4.94,1.1,0.94,G8III
9.96,18.62,3.76,0.818,G5
8.49,3.09,1.21,0.969,K0
7.6,17.15,0.88,0.616,F5
8.32,1.7,1.13,1.575,M...
7.73,1.22,0.99,1.445,K2
4.78,16.48,0.8,0.12,A5IV-V
8.91,2.34,1.24,0.874,K0
9.2,5.4,1.36,0.904,G5
7.85,4.42,1.13,0.168,B8III
6.51,5.44,1.03,0.879,G5
10.28,3.84,1.71,0.58,G0
6.38,7.58,0.79,0.965,G8III
9.55,-1.2,1.3,0.056,B9
9.55,10.79,1.44,0.622,G3/G5V
8.69,6.62,1.27,0.87,G5
8.81,-0.12,1.1,1.216,K1/K2II
8.9,5.34,1.19,0.294,A0m...
5.66,1.79,0.68,0.595,A1Ia
7.71,13.13,0.84,0.403,F0
9.29,1.34,1.1,0.069,A0
8.46,3.23,0.94,1.403,K3III
8.17,3.82,0.95,0.245,A2
8.73,3.3,1.15,0.278,A2
7.89,1.58,1.13,1.642,M2III
7.62,0.83,0.85,0.333,B6Ia
9.67,3.75,1.72,0.593,G0
6.07,2.51,0.97,1.661,M1III
8.81,3.86,1.18,0.54,A5V
9.05,3.38,1.06,1.083,K0III
8.98,8.11,1.3,0.48,F3V
8.45,-0.93,1.13,1.404,K5
7.84,4.26,1.0,1.14,K1IIICN...
9.38,3.61,1.36,0.507,G0
7.64,4.75,0.97,0.075,A2
9.0,10.61,1.45,0.566,G1V
8.28,5.6,1.04,0.546,F5V
8.86,1.06,1.51,1.111,K0
8.02,12.16,1.09,0.425,F2V
9.14,2.19,1.62,0.228,A
9.33,17.87,1.31,0.746,G8V
8.91,2.06,1.53,0.436,F5
8.53,0.85,1.39,1.706,M0
7.02,2.0,0.77,1.392,K2III
9.13,5.42,1.23,0.473,F2V
8.82,6.44,1.02,0.425,F5V
9.93,3.61,1.67,0.342,A7
8.6,4.47,1.32,1.101,K0III
8.48,-0.11,0.98,0.012,B7IV
8.28,6.83,1.33,0.594,F5
8.78,5.52,1.97,0.362,F0...
9.0,1.68,1.19,0.159,O6.5V
8.34,1.34,1.1,1.364,K2
8.67,7.59,1.31,0.441,F3V
8.97,6.6,2.93,0.451,F2V
7.16,3.15,0.82,-0.037,B9
7.27,1.84,0.85,1.451,K3III
6.57,36.57,0.65,0.551,F8
7.13,14.68,0.99,0.496,F8
5.84,5.68,0.66,1.197,K1III
9.56,1.22,1.54,0.311,B5
10.0,5.29,1.62,0.49,F5
10.89,33.44,2.31,1.386,K7
7.59,8.36,0.9,0.478,F5
7.77,1.45,0.97,1.678,M1III
9.51,3.9,1.3,0.847,G6IV/V
11.25,3.72,2.22,1.27,Gp
8.9,-0.25,1.24,1.105,K0
7.08,5.99,0.87,1.172,K2III
8.8,1.62,0.9,0.017,A0
7.92,3.54,0.95,0.093,A0
9.01,6.52,1.21,0.361,F0/F2IV/V
6.97,14.54,1.01,0.408,F0
8.1,2.53,1.03,0.976,G5
8.98,2.55,1.04,0.226,A0
6.4,25.47,1.06,0.471,F5V
9.69,1.3,1.46,1.35,K2/K3III:
4.98,10.19,0.95,0.339,F2III
6.05,14.61,0.52,0.118,A1V
8.64,0.49,1.1,0.128,B1IV:
11.39,17.07,2.79,1.31,M0V:
10.89,16.85,3.5,1.119,K4.5
9.4,0.88,1.12,0.233,A0
10.14,5.11,1.81,0.64,G0
8.82,1.02,1.15,0.31,O9.5Ia
8.23,13.42,0.96,0.695,G3IV
8.49,1.91,1.22,1.217,G5
8.01,8.55,1.13,0.333,F0V
3.0,26.24,0.77,0.14,A5III
8.84,-0.29,1.4,1.605,K7
10.38,2.19,1.82,0.45,F8
7.38,8.75,0.71,0.38,F0/F2IV
9.65,-1.15,1.64,0.259,B5
6.48,16.07,0.83,0.289,F0IV/V
8.29,2.14,1.17,1.287,G5
9.91,9.92,1.4,0.731,G6V
9.37,5.67,1.32,0.47,F3V
9.12,1.67,1.19,0.993,K0
8.07,2.39,0.7,0.968,G8III
7.65,5.65,1.03,1.004,K0III
8.31,1.95,1.15,0.015,A0
8.5,-0.62,1.25,0.44,B0.5:III:
7.74,5.2,0.74,1.003,K0III
7.32,19.49,0.91,0.495,F5
8.86,3.84,1.08,1.223,K0
8.06,8.12,0.98,0.531,G0
9.97,7.73,1.68,0.682,G3/G5V:
7.3,3.87,0.99,1.079,G5
7.57,0.54,0.93,1.465,K2
7.74,2.98,0.89,-0.06,B9
8.92,2.19,1.23,1.136,K1III
7.81,2.25,1.45,0.435,A3+...
7.42,2.24,0.91,1.593,K5III
8.94,9.71,1.07,0.766,G8IV+...
6.93,18.24,0.67,0.907,K1III/IV
9.71,4.72,1.42,0.612,G3V
8.93,8.22,1.23,0.628,G1/G2V
7.73,6.33,0.89,0.25,B9
7.7,4.92,0.95,1.031,K0III
6.49,14.68,0.68,0.43,F3V
9.92,4.07,1.52,0.556,G0V
8.5,4.37,1.1,0.508,F8
6.79,11.31,0.92,0.24,A2
8.12,9.79,0.68,0.752,G5IV/V
8.19,2.66,1.01,1.077,G5
10.11,4.96,1.43,0.538,F8
9.01,9.69,6.28,0.384,F0
8.84,2.01,0.95,0.019,B9
8.4,3.08,0.64,0.954,G8II/III
11.02,2.39,7.85,1.601,K7
10.4,8.49,2.09,0.598,G0
8.89,9.05,1.17,0.547,F7V
10.66,5.61,1.28,0.604,G5
8.51,11.96,1.03,0.515,F5V
6.32,8.32,0.65,0.899,G8III
8.18,3.33,0.93,1.57,K5
8.22,3.76,1.09,1.396,G5
9.7,0.8,1.44,0.702,G1/G2V
6.31,5.53,0.66,0.948,G8III
7.5,17.8,0.62,0.62,G3IV
8.91,22.27,1.09,0.88,K0V
8.52,17.56,1.27,0.578,G0
9.32,8.91,0.88,0.599,F7w...
8.59,2.96,1.06,1.025,G5
9.81,5.27,1.06,0.459,F3V
8.24,3.95,0.94,1.054,G5
9.73,4.79,1.57,0.315,A0
8.04,3.6,1.17,1.319,K0
7.82,2.17,0.64,1.633,M0III
8.85,6.08,2.37,0.4,F0V
9.13,6.77,5.8,0.102,Am
8.05,5.63,2.12,0.01,B9V
8.6,1.56,0.94,1.209,K1III
10.0,5.45,1.65,0.53,F2
8.57,4.51,0.97,0.461,F3V
9.35,7.84,0.86,0.554,F7V
9.1,9.15,0.86,0.68,G2V
9.3,3.87,1.62,1.0,K0
6.66,12.15,0.5,0.335,F0II/III
7.37,6.34,1.27,1.185,K2III
6.12,91.63,0.61,0.812,K0V
8.76,17.66,1.29,0.58,F8V
6.66,9.81,0.75,0.334,F5II
10.52,4.53,1.82,0.537,F8
8.13,2.17,1.03,1.66,K0
6.84,5.22,0.73,0.4,A3
7.2,4.15,0.69,0.982,G8III
8.31,1.87,1.03,1.205,K2III
9.79,-1.73,1.55,0.55,Bpe
7.83,5.88,0.81,1.011,K0III
8.55,2.71,0.85,1.05,K0III
9.27,6.66,1.45,0.66,G0
9.05,1.77,1.14,0.612,F7V
7.8,2.99,0.94,1.164,K0III
11.89,7.89,3.55,1.257,M0V:
8.02,0.36,1.06,1.197,G5
5.68,4.9,0.86,1.641,M3III
9.62,3.12,4.24,0.543,F5V
8.88,2.47,0.94,1.143,G5
8.17,4.1,0.85,0.055,A0
8.09,4.81,1.07,0.3,A0
7.96,3.05,0.86,1.371,K2/K3III
7.46,5.3,0.84,0.007,A0
8.7,1.86,0.79,1.326,K2III
7.06,17.76,0.81,1.004,K1III
9.94,1.57,2.87,1.09,G5
9.19,2.96,1.28,1.207,K3III
7.42,8.05,0.85,0.321,A3m...
12.04,15.23,3.51,1.224,K7V:
8.48,5.49,1.79,0.361,F5
10.09,3.26,1.85,0.514,F7V
8.15,1.88,1.37,1.021,G5
10.0,7.16,1.9,0.453,G0
9.27,3.33,2.44,0.405,B5
8.86,0.51,1.14,1.51,K5III
7.63,20.41,1.75,0.704,G5+...
6.09,12.41,2.83,-0.054,B9V
8.9,3.52,0.92,1.301,K2III
9.39,7.54,1.28,0.7,G2V
6.89,4.52,0.91,1.208,K2III
6.82,1.92,11.75,0.081,A1Vn
7.31,9.95,2.01,0.398,F0
7.65,6.78,0.95,1.007,K0III
8.89,-1.56,1.07,1.11,K0III
9.06,7.12,1.28,0.51,F5
8.19,6.19,0.97,0.08,A0V
8.41,3.43,3.6,1.015,K0
8.56,3.03,1.06,0.056,A0
9.3,6.53,1.52,0.451,F8
8.44,3.42,0.99,0.994,G8IV
8.5,11.77,1.24,0.577,G1/G2V
10.15,48.22,3.5,1.43,K0
9.44,1.45,1.24,1.614,M4e
8.89,0.96,1.33,1.36,K0
6.74,7.68,0.77,0.079,A2IV/V
9.76,3.93,1.51,1.12,G5
9.3,0.99,1.35,1.312,K5
8.9,7.02,1.39,0.436,G5
7.22,2.7,0.81,1.38,K2III
8.12,4.07,1.06,0.334,F0
7.24,2.16,0.66,1.349,K2III
8.33,12.38,1.23,0.431,F5IV
9.32,5.75,1.32,0.373,F2
6.01,4.07,0.9,1.365,K4III
8.63,-0.32,1.18,1.142,K0
7.92,6.44,0.83,0.177,Am
7.14,3.96,0.61,0.986,G8III
8.47,4.52,1.03,0.174,A2
9.07,12.68,1.26,0.424,F8
9.07,2.71,0.97,1.319,K2/K3III
8.83,2.63,1.32,0.174,A0
5.64,23.52,0.86,0.569,G0IV
9.47,2.63,1.54,0.469,F8
9.54,4.97,1.42,0.478,F5V
6.0,20.0,0.94,0.418,F5V
8.77,5.26,1.3,1.263,K2
8.21,2.9,1.04,0.938,K0
7.33,30.76,0.98,0.677,G5V
8.68,4.79,0.97,0.503,F6/F7V
6.24,6.76,0.83,0.112,A1m
8.23,9.27,1.13,0.421,F5
8.1,4.97,1.09,-0.056,B8
8.94,6.37,1.29,0.556,K0
