Vmag,Plx,e_Plx,B-V,Amag,TargetClass
8.11,3.63,0.96,1.109,15.909533125180563,5
8.49,5.62,1.16,0.18,17.238681577845306,2
7.83,6.13,0.98,0.918,16.767302372592077,4
9.75,3.56,1.61,0.539,17.507249989864377,3
4.76,18.97,0.64,0.018,16.15033665444331,2
7.32,3.55,0.92,0.11,15.07114176527547,2
6.18,4.55,0.58,-0.1,14.470056983285561,1
5.88,6.98,0.79,1.133,15.099277113115807,5
8.44,5.06,1.09,0.102,16.960752584198996,2
10.07,4.33,2.06,1.63,18.252439481766828,5
8.08,-1.59,1.15,1.127,14.086985621602258,4
7.18,13.44,0.83,0.275,17.82199634358903,2
7.17,5.08,0.79,1.352,15.699318561419597,5
7.48,3.21,0.83,1.606,15.01252516202436,5
8.1,15.9,1.03,0.528,19.106985621602256,3
8.15,15.36,1.58,0.653,19.081956078477468,4
4.36,23.35,0.52,-0.064,16.201434424510655,1
4.53,18.95,4.35,0.147,15.918046071520454,2
8.81,5.07,1.18,0.587,17.33503979666668,3
9.7,1.43,1.65,0.552,15.476680187325309,3
9.38,7.95,1.06,0.456,18.88183564328235,2
7.88,3.2,0.83,0.037,15.40574989159953,2
6.89,4.12,0.76,1.267,14.964486080165674,5
6.99,3.96,0.91,1.405,14.97847592962756,5
10.99,10.63,2.39,0.682,21.12266632261648,5
8.7,2.01,1.88,0.116,15.215980287102443,2
8.88,-0.1,1.11,0.14,8.88,2
9.0,11.3,1.26,0.569,19.2653922174171,3
7.07,9.86,0.86,0.071,17.039384574706055,2
5.59,8.29,0.68,1.163,15.182772652751368,5
7.25,12.27,0.88,0.906,17.694222813635022,5
12.41,-0.72,3.07,-0.279,16.69666248215634,1
8.28,7.6,1.03,0.281,17.684067961403954,2
9.67,2.59,1.27,0.418,16.73649882040626,2
7.44,5.23,1.08,0.955,16.032508444336372,4
7.58,-0.17,0.86,-0.034,8.73224460689137,1
9.64,13.68,1.38,0.817,20.320430486920486,5
4.74,9.2,1.06,-0.098,14.558939136727776,1
9.37,6.86,1.35,0.521,18.551620578533758,3
7.48,5.28,1.0,1.104,16.09316961266906,4
7.9,5.41,0.88,0.964,16.565986325532847,5
8.11,6.4,1.47,0.88,17.140899869919437,4
7.99,9.3,1.0,0.325,17.83241474276968,3
9.6,15.71,1.45,0.759,20.580880925199864,4
7.22,10.47,0.81,0.535,17.31973340839421,3
9.52,6.93,1.25,0.651,18.723666173059033,4
7.88,3.14,1.02,0.126,15.364648240366073,2
9.98,1.79,1.67,0.219,16.244265154899466,2
9.65,6.91,2.68,1.609,18.847390236870993,6
6.87,3.59,0.83,1.638,14.645472242891596,5
8.89,4.85,1.4,0.397,17.318708693011317,2
8.82,6.95,1.27,0.383,18.02992402295057,3
8.84,2.31,1.44,1.05,15.658059899460723,5
8.73,4.42,1.25,0.473,16.95711134674546,3
8.48,1.79,1.15,1.44,14.744265154899466,5
9.08,2.61,1.53,1.296,16.163202536691404,5
8.71,0.27,0.79,0.501,10.866818820794938,1
8.33,2.76,0.84,0.39,15.53454541032609,1
7.52,1.9,0.9,1.211,13.913768004764144,5
7.07,5.22,0.91,1.245,15.65835251501131,5
9.08,5.02,1.41,0.343,17.583518585725095,3
10.34,6.78,1.77,1.248,19.496148469335317,7
10.5,0.67,3.03,0.554,14.630374013504133,3
7.92,3.77,1.03,1.083,15.801706751028965,5
8.27,13.78,1.06,0.58,18.966246087858032,4
8.54,21.4,1.86,0.84,20.192068866745956,5
9.15,3.18,1.39,0.131,16.662135599922163,2
8.3,4.79,1.04,0.058,16.701677567072817,2
9.69,2.05,1.68,1.393,16.24876930527877,5
6.94,1.76,0.81,1.522,13.16756333907075,5
9.74,6.25,1.53,0.486,18.719400086720377,3
6.74,9.62,0.76,0.191,16.655875360189064,2
9.65,38.85,1.1,1.367,22.596955115684665,6
8.71,2.25,1.23,1.234,15.470912590556814,5
8.69,10.38,1.08,0.537,18.770986767562192,3
7.1,11.36,1.01,0.377,17.376891656875,3
8.51,2.31,1.1,1.372,15.328059899460722,5
7.32,13.81,1.01,0.391,18.02096839289316,3
9.85,-4.26,4.43,1.5,17.997047995513594,6
9.23,8.69,1.38,0.52,18.925098882243333,3
8.57,4.84,1.03,1.069,16.994226808222063,5
5.69,12.36,0.8,-0.014,16.150092353763988,1
10.14,3.49,1.73,0.44,17.8541271347959,3
8.11,4.05,0.97,0.958,16.14727511607334,5
6.69,4.96,0.83,-0.006,15.167408382450986,2
10.27,98.74,3.37,1.52,25.24246561441756,6
8.97,-0.12,1.2,1.314,9.365906230238124,5
9.11,2.94,1.03,1.092,16.451736652060788,5
9.36,19.65,1.47,0.928,20.82681277355723,5
6.94,2.61,0.82,1.101,14.023202536691404,5
8.91,5.9,1.19,0.905,17.764260058210724,4
8.38,5.04,1.05,0.352,16.89215268222763,2
6.79,6.01,0.81,1.54,15.684372360013697,5
8.49,5.49,1.09,1.107,17.18786172225046,5
8.4,4.34,1.08,0.097,16.587448647562553,2
8.66,17.8,1.36,0.65,19.91210001154447,4
8.29,1.89,1.03,0.284,14.67230902086622,2
6.68,3.64,0.86,0.084,14.48550691824528,2
9.26,5.57,1.19,0.45,17.989275975868644,3
8.09,6.63,1.13,0.749,17.197567642023866,4
5.38,12.69,0.72,1.069,15.897308110473524,5
9.27,1.01,1.39,0.504,14.291606868913213,3
9.24,2.36,1.23,0.983,16.104560014850534,4
9.55,1.45,1.53,1.272,15.356840011174874,5
6.72,8.31,0.9,1.176,16.318005118920556,5
6.84,7.32,0.91,0.921,16.16255540529196,4
8.9,10.45,1.31,0.735,18.995581452235363,4
6.9,4.47,0.93,0.364,15.151537615659683,3
8.88,12.16,1.92,0.679,19.30466787468358,4
9.25,-0.75,1.47,1.337,13.6253063169585,5
5.07,21.52,0.49,0.038,16.734211334971757,2
8.5,2.39,1.13,0.047,15.391989504740689,2
8.51,10.6,1.04,0.623,18.636529326323853,4
6.91,3.56,0.78,1.249,14.667249989864377,5
9.76,2.23,1.06,0.244,16.501524315240804,1
6.26,6.95,1.01,0.965,15.46992402295057,4
9.63,3.44,1.77,0.399,17.31279221285765,2
8.7,3.96,1.22,0.997,16.68847592962756,5
8.76,13.63,1.27,0.666,19.432479279173368,4
7.94,3.83,1.26,-0.017,15.855993869843115,2
8.94,1.91,1.2,0.366,15.345166836238638,3
10.71,1.62,2.07,0.444,16.757575072713156,3
9.04,3.46,1.24,1.129,16.73538049396388,5
8.22,5.44,1.0,0.211,16.897994498490903,2
8.61,3.02,0.79,1.024,16.010034714785753,5
8.23,5.53,1.06,0.445,16.943625656523494,3
9.89,1.63,1.72,0.895,15.95093802201979,5
6.9,8.73,0.76,0.508,16.605071218527847,3
11.65,4.21,2.12,1.228,19.771410479178343,6
7.58,11.3,0.8,0.384,17.8453922174171,3
4.17,0.79,0.52,0.13,8.658135456452207,1
10.08,5.34,1.79,0.548,18.717706285142782,3
10.27,9.52,1.63,0.78,20.16318474192237,5
9.44,11.64,1.33,0.76,19.769764901569346,4
8.38,7.7,1.15,0.501,17.81245362586241,3
8.42,4.35,1.01,0.453,16.612446284773185,3
10.94,29.26,2.16,1.311,23.27137160894646,6
8.56,-2.25,1.22,1.477,15.320912590556812,5
9.08,0.71,1.22,0.152,13.336291743595377,2
7.64,3.42,0.87,1.473,15.310130530280674,5
8.54,4.32,1.17,1.129,16.71741873407456,4
9.39,7.76,1.44,0.466,18.839308606290942,4
9.11,0.63,1.18,1.168,13.106702747267908,5
5.93,8.68,0.71,1.037,15.622598625882459,5
7.36,1.52,0.97,1.301,13.269217939723863,5
9.29,1.71,1.34,0.012,15.45498055196077,1
9.27,5.71,1.0,1.03,18.05318054122924,5
7.47,3.52,0.84,0.285,15.202713317390657,2
9.11,3.8,0.85,1.376,17.00891798308405,5
10.23,3.89,1.76,0.642,18.17974800662854,4
9.49,2.88,1.46,1.269,16.786962438796152,5
9.61,7.95,1.51,0.516,19.11183564328235,3
8.47,1.86,1.11,1.61,14.817564721089582,5
8.14,12.44,0.92,0.509,18.614101901774,3
10.21,7.12,1.93,0.483,19.472399968184284,3
8.88,6.96,1.38,0.491,18.09304619805281,3
8.89,2.58,1.17,1.544,15.94809852981615,5
8.18,5.14,1.08,1.163,16.73481559497638,5
7.81,12.29,0.97,0.521,18.257759414432268,3
8.55,2.18,1.38,1.179,15.242282468023024,5
6.41,6.18,0.54,-0.007,15.36494237544408,2
6.11,6.65,0.52,0.265,15.224108226515522,2
9.15,0.17,1.13,1.47,10.302244606891371,5
9.1,8.02,1.74,0.651,18.620871841420815,4
8.76,9.34,1.3,0.606,18.611734381150466,3
9.6,0.62,1.31,-0.105,13.56195844749127,1
8.48,-0.72,2.4,0.196,12.766662482156342,2
9.89,-0.24,2.56,0.411,11.79105620855803,3
9.58,0.49,1.34,1.021,13.030980400142568,5
7.88,0.58,1.78,0.83,11.697139967814685,4
10.02,17.86,1.63,1.062,21.27940727276264,4
9.39,7.85,1.46,0.389,18.864348283726265,3
7.18,7.93,0.87,0.338,16.67636593658802,2
7.21,6.34,3.4,0.0,16.220446289408663,2
7.76,16.68,1.62,0.556,18.8709802315086,3
11.11,3.47,1.93,0.446,18.81164737395437,1
7.27,13.56,0.92,0.609,17.931298447655223,4
7.76,2.97,0.93,0.0,15.12378224658606,2
7.89,3.62,0.81,-0.007,15.683542852665829,1
8.73,3.2,1.24,1.125,16.25574989159953,5
7.29,2.29,1.61,1.462,14.089177411699438,5
7.86,7.55,0.97,0.363,17.24973475814594,3
8.52,3.32,1.2,1.147,16.12569041852018,5
8.43,1.93,1.16,0.94,14.85778654503887,4
8.73,4.74,1.1,0.327,17.10889170837043,3
11.42,2.7,2.63,0.635,18.576818820794937,3
8.26,-0.55,2.41,1.072,11.961813447471219,4
7.86,7.02,0.92,0.315,17.091685560649026,2
10.34,-0.55,2.41,0.186,14.04181344747122,4
8.4,11.07,1.06,0.446,18.620738104393617,3
9.04,3.33,1.36,1.518,16.6522211675316,5
5.55,6.56,0.71,1.262,14.634519196878301,5
8.44,0.55,0.8,1.404,12.141813447471218,5
6.41,27.63,1.06,0.617,18.616904424582557,3
8.99,8.44,0.95,0.524,18.621712233128278,3
7.42,5.97,0.83,-0.016,16.299871655646847,2
8.06,11.52,0.86,0.487,18.367262395435965,3
8.71,0.79,1.1,1.69,13.198135456452208,5
7.5,2.7,1.0,1.614,14.656818820794937,5
9.1,2.3,1.25,-0.02,15.908639180087963,2
10.36,6.34,1.6,0.68,19.37044628940866,4
9.0,3.57,1.21,1.256,16.763341080560966,5
8.32,2.74,1.06,1.004,15.508752814101939,4
8.23,10.0,1.05,0.465,18.23,3
8.13,3.3,1.13,1.381,15.722569699389439,5
10.42,3.34,1.14,0.397,18.038732334057823,3
10.11,8.08,1.61,0.705,19.64705680387293,4
7.47,5.53,1.04,0.94,16.183625656523493,4
8.58,10.67,1.11,0.512,18.72082209712235,3
9.49,1.81,1.26,0.502,15.778392874345922,1
11.25,8.75,5.13,0.639,20.960040265111566,4
9.46,3.51,1.44,0.148,17.18653558232912,2
7.98,2.88,0.86,1.068,15.276962438796154,5
8.31,4.67,1.06,0.971,16.65658440283056,5
7.66,4.1,0.85,1.298,15.723919283598677,5
8.01,1.79,0.95,1.525,14.274265154899467,6
8.9,0.7,1.37,1.25,13.125490200071283,5
10.39,-0.42,1.92,0.412,13.506246451989503,3
7.64,8.48,1.09,0.426,17.281979261283567,3
9.29,2.19,1.37,1.245,15.99222057420059,5
8.43,3.4,1.07,0.026,16.087394585211275,2
8.43,3.95,1.22,0.991,16.4129854781323,5
9.87,8.07,1.72,0.623,19.404367673610352,4
9.31,7.41,1.1,0.693,18.65909103989664,4
7.78,6.5,0.87,0.4,16.84456678321428,3
6.76,7.05,0.91,0.949,16.000945584956995,4
7.9,10.9,0.91,0.408,18.08713248970312,3
7.6,4.1,0.84,0.108,15.663919283598677,2
8.55,12.82,1.07,0.57,19.089440125913995,3
8.53,10.64,1.04,0.415,18.664708139795145,3
9.62,2.38,1.38,1.35,16.50288478528256,6
6.88,8.21,0.8,0.18,16.4517157855972,2
9.32,1.27,0.9,-0.154,14.839018604779785,1
9.49,5.43,1.54,0.824,18.163999147944235,4
8.76,2.45,1.22,1.05,15.705830421822663,5
8.85,1.57,1.25,0.111,14.829498262046169,2
8.55,4.22,1.29,0.93,16.67656225480837,5
6.47,5.77,0.61,-0.049,15.275879065778657,1
6.8,5.71,0.75,1.293,15.58318054122924,5
9.39,5.83,1.58,0.513,18.218342773795072,3
6.9,24.09,0.88,0.481,18.809183999991717,3
5.57,39.03,0.62,0.472,18.526992756406244,3
7.38,21.2,0.87,0.549,19.011679304643756,3
7.02,9.97,1.9,0.732,17.013475791558278,4
9.15,5.25,1.38,0.818,17.750796517029784,4
9.27,9.97,1.9,0.57,19.263475791558278,4
7.67,19.32,1.15,0.503,19.100035610397374,3
8.07,16.11,0.92,0.517,19.10547770209609,3
8.35,1.68,0.84,1.29,14.476546408629314,5
7.36,6.18,0.68,0.183,16.31494237544408,2
10.19,3.9,1.68,0.37,18.145323035132495,3
8.47,5.31,1.17,0.337,17.095472605407345,3
10.02,2.47,1.59,1.327,16.98348476629833,5
7.42,3.7,0.89,1.132,15.261008620334975,5
8.18,16.31,0.96,0.504,19.242269805201378,3
9.48,26.98,1.61,1.0,21.635209726679427,5
9.12,11.7,3.14,0.676,19.460929308730808,4
9.75,2.96,1.56,0.735,17.106458555294694,3
8.85,6.0,1.3,0.976,17.740756251918217,3
9.56,21.78,1.01,1.05,21.25028937709878,5
8.91,6.24,1.29,0.549,17.885922948412123,3
8.59,5.54,0.75,0.146,17.30754882364215,2
8.79,7.49,1.81,0.475,18.162409088497334,3
8.92,6.75,1.09,0.37,18.066518864155125,3
6.39,8.15,0.86,1.136,15.945788043699881,5
8.7,8.96,1.08,0.581,18.461540048310624,3
8.97,22.17,1.24,0.827,20.69882846557244,5
9.68,7.3,1.52,0.428,18.99661430060228,3
8.59,2.45,1.19,1.033,15.535830421822663,5
10.42,2.61,1.88,0.55,17.503202536691404,3
8.15,2.95,1.17,1.594,15.499110079890816,5
9.02,10.31,1.32,0.44,19.086293326417582,3
8.02,34.52,1.04,0.87,20.71035393521586,5
9.56,9.64,1.47,0.61,19.480385169514157,4
8.55,34.04,0.86,0.854,21.209947757062753,5
7.62,6.24,0.98,0.98,16.59592294841212,4
8.76,8.92,1.03,0.391,18.511824271880613,3
8.76,18.13,1.01,0.602,20.051989020477542,4
9.62,5.84,0.98,0.481,18.452064235562,3
8.31,5.67,0.73,0.291,17.077915294464532,2
8.46,1.83,1.54,1.27,14.77225544865215,5
8.38,14.68,1.11,0.529,19.213630277900258,3
9.02,16.71,7.26,0.97,20.134882249466955,5
6.58,4.78,1.31,1.445,14.977139483060594,4
9.38,0.27,1.14,1.257,11.536818820794938,5
9.23,2.51,0.98,1.313,16.22836860740519,5
7.26,0.69,0.7,0.566,11.454245453686276,3
8.85,2.01,1.43,1.14,15.365980287102444,5
8.51,-0.48,1.67,0.219,11.916206186877936,2
8.99,13.22,1.2,0.703,19.596157275748105,4
7.37,22.87,1.0,0.602,19.166330823033743,3
9.57,10.45,1.14,0.822,19.665581452235365,4
5.2,47.51,1.15,0.567,18.58392515209603,3
8.41,4.11,1.07,0.114,16.479209109380346,2
8.02,12.58,1.11,0.46,18.51840320554625,3
8.62,11.34,1.07,0.587,18.89306527278444,4
8.81,5.16,0.77,0.411,17.373248508136058,3
10.38,10.82,1.81,0.732,20.55113630385275,4
9.13,-1.41,1.19,0.887,14.8760955632769,3
8.36,5.61,1.87,0.441,17.104814306280808,3
8.62,0.58,0.77,0.285,12.437139967814685,1
7.78,2.82,1.21,1.371,15.031245541596805,5
8.07,1.38,1.26,1.378,13.769395432006183,4
8.52,5.66,1.22,1.067,17.284082155941356,4
8.0,1.19,1.05,1.2,13.377734806962653,4
8.0,2.84,1.19,1.034,15.266591700235187,5
9.68,0.01,1.41,1.161,4.68,5
9.03,1.7,1.69,1.061,15.18224460689137,5
8.64,7.25,4.38,0.112,17.941690032854968,2
9.08,3.2,7.97,0.135,16.60574989159953,2
8.35,10.53,7.9,0.598,18.462141855927435,4
7.64,7.8,1.01,0.203,17.1004730134524,3
6.95,8.57,0.75,0.097,16.614904109615992,2
7.72,5.72,0.87,0.041,16.50698014396512,2
10.85,2.28,2.47,0.836,17.639674235002268,5
8.99,1.54,1.23,0.888,14.927603604182316,4
9.5,19.69,1.42,0.831,20.971228580690592,5
5.94,17.97,0.74,0.444,17.212740385544873,3
8.23,7.21,1.13,0.287,17.519676323597146,2
6.04,12.88,0.65,1.001,16.589579315118968,5
7.45,34.3,0.89,0.726,20.126470600213853,4
9.47,1.3,1.3,0.041,15.039716761534184,2
8.97,3.08,1.2,0.192,16.412753582502223,2
8.56,5.15,1.13,0.1,17.119036145205957,2
7.94,5.08,1.1,0.154,16.4693185614196,2
7.27,2.26,0.71,0.064,14.040542195737004,2
6.92,1.12,0.62,2.04,12.166090113350908,5
9.31,20.78,0.93,0.78,20.898227716105794,5
8.62,6.66,1.22,0.403,17.737371145851505,3
9.94,0.47,1.83,1.035,13.300489289678588,5
8.61,3.27,1.14,0.093,16.18273876330143,2
8.08,5.43,1.55,0.294,16.753999147944235,2
5.51,27.61,0.77,0.461,17.71533203319631,3
9.72,3.69,2.11,0.1,17.555131830795304,4
8.98,1.58,1.09,0.979,14.973285434772114,5
8.52,13.43,1.26,0.575,19.160380063343574,4
10.78,1.6,1.85,-0.051,16.800599913279623,2
9.67,6.27,0.99,0.474,18.656337704153582,3
8.86,-1.0,2.12,1.724,13.86,6
9.05,4.62,1.19,0.354,17.373209877780628,3
9.11,1.74,1.18,0.99,15.312746241412999,4
8.01,1.77,1.19,1.177,14.249866331809033,4
7.84,3.27,0.97,0.896,15.41273876330143,4
7.9,4.36,0.92,-0.046,16.09743244634293,1
6.89,0.64,0.97,0.615,10.920899869919435,2
7.32,10.47,0.82,0.435,17.41973340839421,3
8.59,1.85,0.99,0.448,14.925858642015069,1
9.29,3.85,1.32,0.588,17.2173036475425,4
9.38,2.47,1.33,0.951,16.34348476629833,4
8.43,1.87,1.16,0.952,14.789208032682495,4
8.35,5.93,0.73,0.824,17.215273466821312,4
8.44,2.22,1.05,1.544,15.171764872253192,5
8.48,4.39,0.98,1.26,16.692322601210606,5
10.85,6.3,2.06,0.717,19.84670274726791,5
8.37,21.23,1.17,0.648,20.00474997082999,3
9.7,1.92,1.22,0.212,16.116506143517746,1
8.06,3.8,1.2,1.126,15.958917983084051,5
10.52,3.42,1.88,0.72,18.190130530280676,3
11.26,23.82,2.4,1.31,23.14470878573379,4
8.43,12.99,1.01,0.505,18.99804575536514,3
11.04,2.5,3.02,0.553,18.029700043360187,4
9.21,4.74,1.26,1.1,17.588891708370426,5
6.32,26.59,0.85,0.517,18.443591686657836,3
8.44,6.01,1.09,0.188,17.334372360013695,2
9.43,7.19,1.26,0.568,18.713644451914412,3
9.74,-2.37,1.64,1.065,16.61374173005052,5
8.86,-0.06,1.27,1.559,7.750756251918218,6
8.25,1.89,0.83,1.814,14.63230902086622,5
11.21,28.51,2.39,1.392,23.484986086547302,6
9.8,5.9,1.35,0.536,18.654260058210724,3
6.91,16.71,0.63,0.368,18.024882249466955,3
10.1,3.94,1.55,0.573,18.07748110912787,3
6.72,21.19,0.92,0.466,18.350654783553974,3
7.96,18.93,1.7,0.672,19.345753069818986,1
9.1,5.76,1.26,0.682,17.902112417116058,4
6.45,7.03,0.85,1.063,15.684776625099119,5
7.77,19.45,0.96,0.563,19.214598028308632,3
8.18,2.32,1.08,1.281,15.007439924454498,5
8.4,23.21,1.15,0.78,20.228375702279585,5
7.86,9.61,0.88,0.264,17.773616938342727,2
7.08,4.11,0.94,1.641,15.149209109380346,6
6.06,20.12,0.91,0.297,17.578139881919448,2
7.88,14.56,1.06,0.447,18.695806874885093,3
5.08,6.45,0.63,-0.098,14.127798573176339,1
9.27,7.87,1.31,0.673,18.74987366179532,4
7.23,5.5,0.99,1.092,15.93181344747122,5
8.49,6.86,1.19,0.38,17.67162057853376,3
8.73,0.47,1.29,1.326,12.090489289678587,5
7.61,4.51,0.95,1.132,15.880882709389802,5
7.52,1.76,0.89,-0.096,13.74756333907075,1
9.26,6.38,1.35,0.483,18.28410339360581,3
9.84,1.22,1.42,0.579,15.271799153373742,3
8.37,7.77,1.89,0.636,17.82210509400457,4
8.83,12.35,1.15,0.551,19.28833478797842,3
6.51,4.65,0.75,-0.07,14.84726476444977,1
7.31,3.1,0.91,-0.058,14.766808469171362,1
8.98,2.51,1.45,0.966,15.97836860740519,4
8.43,6.17,1.08,0.33,17.381425820166207,2
8.95,1.38,1.02,1.549,14.649395432006182,5
9.28,2.05,1.2,1.027,15.83876930527877,5
8.62,2.87,1.11,1.14,15.909409483669961,5
8.9,-0.05,1.26,0.901,7.394850021680094,4
7.85,11.95,0.95,0.817,18.23683952642078,4
9.51,11.73,1.47,0.595,19.85649006057765,4
8.27,2.76,0.97,0.097,15.474545410326089,2
5.78,0.97,0.59,0.294,10.713858671331224,2
8.28,6.13,0.94,0.125,17.217302372592073,2
8.39,10.25,0.92,0.469,18.443619326958867,3
9.1,1.71,1.01,1.438,15.264980551960768,5
8.81,2.72,1.33,1.473,15.982844520170994,6
9.08,13.15,2.1,0.705,19.674628764128883,4
8.01,7.02,0.78,0.947,17.241685560649024,4
8.4,3.44,0.99,1.147,16.08279221285765,5
8.56,12.33,1.13,0.476,19.01481538297866,4
7.97,4.21,2.11,0.544,16.09141047917834,3
8.04,5.89,0.73,0.206,16.890576473935507,2
6.43,5.05,0.58,1.26,14.946456890593307,5
6.79,22.79,0.73,0.639,18.578721625901878,4
7.92,0.11,0.84,0.047,8.126963425791125,2
10.1,4.33,1.54,0.46,18.28243948176683,3
8.2,2.49,1.07,0.88,15.180996735478681,5
7.94,9.03,1.29,0.392,17.71843875156753,3
8.64,18.03,1.23,0.648,19.91997863361201,4
8.32,2.76,1.27,1.154,15.52454541032609,5
7.8,7.65,0.87,0.445,17.21830717576809,3
8.42,4.48,0.8,0.302,16.67639006999072,3
9.69,1.81,1.24,0.894,15.978392874345921,4
8.52,2.26,1.27,1.308,15.290542195737004,6
5.14,4.97,0.78,1.587,13.621781943666658,5
6.77,3.48,0.75,1.419,14.477896219732905,5
7.94,13.78,1.06,0.824,18.636246087858034,4
5.89,3.81,0.71,-0.146,13.794624878378098,1
9.76,1.85,1.45,0.075,16.095858642015067,1
8.41,-2.51,2.26,0.598,15.40836860740519,1
9.24,3.65,1.37,0.196,17.051464322282374,2
6.72,5.63,0.57,0.394,15.472541974256732,3
8.45,3.64,1.11,1.183,16.25550691824528,4
8.17,15.34,1.1,0.636,19.09912679806481,4
7.93,3.2,0.97,1.183,15.455749891599531,4
10.78,1.25,1.88,0.328,16.264550065040282,2
4.34,4.97,0.82,-0.123,12.82178194366666,1
9.78,7.65,1.02,0.497,19.198307175768086,4
10.52,5.38,1.66,0.576,19.173911378331944,3
8.88,3.19,1.13,0.611,16.398953415285906,4
8.16,8.36,1.04,0.605,17.77103138719508,3
7.88,2.99,1.11,1.228,15.258355941622149,5
8.22,6.7,1.13,0.458,17.350374013504133,3
8.46,7.25,1.24,0.547,17.76169003285497,4
3.69,5.46,0.61,-0.196,12.375963213523686,1
9.45,-1.27,1.35,0.031,14.969018604779784,1
7.43,2.21,0.85,1.266,14.151961368425553,5
7.64,4.53,0.84,0.317,15.920491010064158,3
10.2,5.38,1.75,0.63,18.853911378331944,4
10.09,2.01,0.94,0.349,16.605980287102444,3
6.18,9.75,0.84,1.17,16.12502307849268,5
8.1,16.59,0.89,0.605,19.199231930121805,3
8.07,3.74,0.66,1.236,15.934358011002402,5
8.19,1.29,1.03,1.645,13.742948551496244,6
9.64,1.23,1.24,0.57,15.089525557196989,1
8.74,1.81,1.25,0.98,15.028392874345922,4
8.84,3.35,0.91,1.621,16.465224035184228,5
9.9,3.97,1.16,0.453,17.893952533815575,3
8.96,1.21,1.37,0.107,14.373926851582251,2
7.39,0.36,1.38,-0.004,10.171512503836436,1
7.04,8.26,0.89,0.325,16.62490023660191,2
6.4,6.85,0.66,0.995,15.578452857462127,5
8.55,3.15,1.04,1.205,16.041552768948,5
8.27,8.82,1.08,0.641,17.997342925659098,4
8.74,3.71,1.71,0.473,16.586869548075228,3
5.57,64.38,1.4,0.715,19.61375486174797,5
5.45,3.19,0.77,0.886,12.968953415285906,4
6.99,22.29,0.84,0.723,18.730550342401187,4
8.28,5.82,1.28,0.902,17.104614923249443,4
9.05,2.67,1.13,1.0,16.182556306822875,5
7.98,6.02,0.7,0.188,16.87798245628912,2
6.85,5.98,0.9,0.021,15.733505919942054,2
9.36,2.29,1.26,1.029,16.15917741169944,5
9.11,4.18,1.45,1.247,17.215881408875177,5
8.57,0.27,1.13,1.082,10.726818820794938,4
8.95,4.78,1.15,0.392,17.347139483060595,3
6.43,5.65,0.85,1.339,15.190242239097193,5
7.95,3.86,0.71,0.974,15.882936523358776,5
7.6,8.49,0.84,0.638,17.244538451219764,4
8.77,3.36,1.19,1.393,16.40169638694922,5
7.87,2.63,0.87,1.176,14.969778742448788,5
8.65,0.34,1.2,1.332,11.307394585211277,5
8.81,1.96,2.13,0.24,15.27128035678238,2
8.64,1.8,0.96,1.288,14.916362525516531,6
8.12,1.49,1.15,0.959,13.98593134206137,4
7.9,2.83,1.11,1.402,15.158932177621452,5
8.99,5.11,1.36,1.225,17.53210450067356,5
8.55,6.54,1.2,0.427,17.627888741621337,3
6.84,6.72,0.79,1.101,15.976846365269127,5
7.93,7.19,1.03,0.464,17.213644451914412,3
9.64,6.65,1.57,1.012,18.754108226515523,5
6.96,2.87,0.62,-0.005,14.249409483669961,1
8.13,3.86,1.01,0.153,16.062936523358776,2
9.83,4.73,2.54,0.521,18.20430570368906,3
8.46,3.95,1.44,1.139,16.4429854781323,5
8.69,2.93,0.76,1.183,16.024338101770546,5
8.57,4.01,1.15,0.89,16.58572186310091,4
7.85,1.47,1.01,1.595,13.68658667374088,5
9.31,7.14,1.25,0.387,18.57849105888087,3
8.39,6.48,1.24,0.458,17.447875029352968,3
8.43,2.86,1.11,0.37,15.711830165645216,2
8.93,3.31,1.26,0.233,16.529139968878596,3
9.39,13.01,1.37,0.605,19.96138648280793,4
8.48,7.21,1.27,0.469,17.769676323597146,3
7.53,20.92,0.97,0.463,19.132808400976185,3
9.87,-0.09,1.56,1.212,9.641212547196623,5
9.12,1.37,1.12,1.208,14.803602835782034,5
8.8,5.85,1.15,0.511,17.635779330410905,3
8.59,3.07,0.76,0.995,16.02569187738593,5
9.02,4.84,0.92,0.488,17.444226808222062,3
9.03,4.83,1.29,0.824,17.44973565375756,4
7.67,4.79,0.96,1.082,16.07167756707282,5
8.61,1.95,1.09,1.009,15.06017305681259,4
8.45,6.71,1.57,0.6,17.58361260084496,3
8.93,1.43,1.24,1.19,14.70668018732531,5
8.94,1.56,1.0,1.419,14.905622991772308,5
7.96,7.76,0.84,0.181,17.409308606290942,2
6.64,4.46,0.8,1.301,14.88667429356071,5
8.57,1.61,1.15,0.223,14.60412938015925,3
7.23,5.61,0.92,0.667,15.974814306280807,3
7.74,6.38,0.89,1.137,16.76410339360581,5
7.97,3.52,1.08,1.56,15.702713317390657,5
9.48,14.78,1.55,0.701,20.32837217029404,4
7.37,9.56,0.64,0.611,17.2722894613805,4
7.91,5.47,1.19,1.091,16.599936631667155,5
9.54,12.52,2.48,0.846,20.028021644372053,4
9.38,3.16,0.96,0.264,16.87843541309202,1
8.97,1.87,1.23,1.267,15.329208032682496,5
9.43,6.64,0.93,0.513,18.54084039684009,3
7.11,24.8,0.6,0.554,19.08225840413108,3
10.48,43.4,1.94,1.424,23.66744864756255,6
8.49,2.35,0.87,1.321,15.345339311358682,5
