Vmag,Plx,e_Plx,B-V,Amag,TargetClass
6.1,15.14,0.81,0.051,17.000629375820267,2
5.65,54.92,0.45,0.6,19.348652642823588,4
5.83,6.83,1.91,-0.075,15.002103518407663,1
8.1,1.15,1.22,0.034,13.403489201768057,1
8.62,1.07,1.26,0.925,13.766918888426048,4
8.6,2.44,1.35,1.296,15.536949131693646,5
9.3,13.39,1.6,0.727,19.933902885060046,4
10.1,-0.67,1.8,0.276,14.230374013504132,2
7.74,-1.55,1.74,0.013,13.691658490851458,1
7.68,17.08,0.85,0.448,18.84243933176493,3
7.89,2.07,0.98,-0.102,14.469851727284588,1
9.18,2.46,1.36,0.075,16.134675535516894,2
7.14,4.88,0.54,-0.001,15.582099110013552,2
6.15,8.77,0.72,0.006,15.864997966830202,2
8.79,5.27,1.24,0.29,17.39905307606273,2
6.26,12.6,0.65,0.231,16.761852725587815,2
9.39,1.32,1.69,0.366,14.99286965602925,3
6.15,22.44,0.73,0.322,17.90511426292062,3
7.24,0.33,1.0,1.2,9.832569699389438,3
6.11,3.76,0.91,-0.17,13.985939224638305,1
8.97,5.83,1.13,0.342,17.79834277379507,2
8.39,4.74,1.25,1.159,16.768891708370425,5
7.36,4.84,0.99,1.035,15.784226808222062,4
8.17,9.13,1.2,0.265,17.972353887671495,2
8.25,9.9,1.29,0.437,18.22817597298775,3
6.9,3.07,0.61,1.322,14.335691877385933,5
9.55,2.24,1.66,0.004,16.301240091670813,1
9.36,3.89,0.83,0.42,17.30974800662854,3
9.13,2.28,0.96,1.507,15.919674235002269,5
8.02,4.43,1.16,1.067,16.252018631115348,5
8.23,3.56,0.68,0.804,15.987249989864377,4
7.46,5.31,0.89,0.98,16.085472605407347,4
6.03,2.4,0.83,-0.21,12.93105620855803,1
7.56,5.49,0.66,0.997,16.25786172225046,4
7.84,7.05,0.91,0.211,17.080945584956993,2
7.32,6.04,1.06,0.965,16.22518469310566,3
8.35,1.74,1.16,-0.079,14.552746241412997,2
10.04,2.21,1.59,0.206,16.761961368425553,2
7.19,5.67,0.74,1.127,15.957915294464534,5
8.01,8.43,1.58,0.566,17.639137873123712,4
8.46,9.44,1.47,0.5,18.334859971490346,3
8.74,3.05,1.21,0.086,16.161499196733928,1
7.75,19.96,0.73,0.617,19.250802684756763,4
8.86,4.77,1.41,0.12,17.252591895200567,2
7.11,2.51,1.1,-0.095,14.10836860740519,1
8.33,6.26,0.95,0.239,17.312871666052146,2
8.74,0.26,1.26,0.052,10.81486673985409,1
7.15,2.34,0.88,-0.161,13.996079287050714,1
7.64,21.01,1.2,0.578,19.252130262029763,3
10.36,-0.48,9.4,0.222,13.766206186877936,3
7.7,3.45,0.84,0.2,15.389095475366371,2
7.44,6.43,1.16,1.043,16.48105486462111,4
9.81,0.91,1.65,0.069,14.605206961605468,2
9.05,2.35,1.33,0.127,15.905339311358683,1
8.65,4.08,2.42,0.152,16.703300815449403,2
2.97,7.82,1.02,-0.148,12.436033765299241,1
7.42,6.32,0.62,0.131,16.423585391411926,2
7.26,16.8,0.82,0.404,18.386546408629314,3
8.55,6.21,1.82,0.1,17.5154580008829,3
8.52,2.52,1.08,0.062,15.527002703907721,2
7.52,12.21,0.82,0.36,17.953578319724414,3
9.19,5.35,0.86,0.507,17.831768910106142,3
9.35,5.9,1.12,0.646,18.20426005821072,4
5.28,23.54,0.62,0.486,17.13903229253708,3
8.99,0.47,1.3,1.146,12.350489289678588,5
10.47,30.99,24.17,0.721,22.926107881196415,4
6.36,6.54,0.88,1.306,15.437888741621336,5
7.61,3.07,1.0,-0.125,15.045691877385934,1
7.96,7.74,0.73,0.546,17.403704803414463,3
6.57,3.35,0.61,1.269,14.195224035184227,5
9.17,4.37,1.49,0.332,17.372407184852108,3
7.72,9.58,1.68,0.764,17.62682754539272,4
9.34,5.32,1.63,0.385,17.96955816147524,3
8.3,1.08,0.73,1.064,13.467118777434749,5
7.82,10.77,1.14,0.3,17.98107851648991,2
10.09,3.36,2.21,0.474,17.72169638694922,3
7.43,2.38,0.89,1.216,14.31288478528256,5
6.62,3.74,0.64,0.872,14.484358011002403,4
8.31,7.87,1.44,0.541,17.789873661795323,3
6.16,2.91,0.83,-0.029,13.479464944929537,1
7.47,2.03,1.44,-0.081,14.007480189566063,1
8.24,14.0,0.81,0.547,18.970640178391193,3
9.15,2.35,1.0,1.41,16.005339311358682,5
9.09,8.66,1.61,0.499,18.777589460086734,3
8.03,3.07,1.32,-0.13,15.465691877385932,1
7.24,5.79,1.11,1.063,16.05339281863718,5
8.3,2.09,1.51,1.136,14.900731430555272,5
8.99,0.84,1.36,0.165,13.611396430309409,2
7.95,3.84,0.97,0.087,15.871656121837656,1
7.73,14.51,0.76,0.48,18.53833706218868,3
5.87,5.86,0.98,-0.061,14.709488080090455,1
7.43,16.42,0.66,0.6,18.50686576391711,4
9.42,3.23,0.89,0.256,16.966012611655515,3
8.44,2.74,1.09,0.267,15.62875281410194,2
9.13,5.72,1.35,0.264,17.91698014396512,2
10.9,0.26,2.81,0.127,12.97486673985409,2
8.33,5.64,1.14,1.0,17.086395519916714,4
7.46,4.4,1.82,-0.028,15.677263382430937,1
6.53,1.39,0.67,1.574,12.245074001270474,5
8.71,7.73,0.9,0.893,18.150897469591627,4
9.62,3.54,1.34,0.223,17.365016310128937,2
9.19,1.96,1.36,1.153,15.65128035678238,5
7.62,3.28,0.75,1.078,15.199369218558395,5
8.56,-0.62,3.65,0.135,12.52195844749127,1
7.33,39.59,0.94,0.769,20.317927508761024,4
8.64,3.32,0.69,0.376,16.245690418520184,3
8.08,7.06,1.07,0.367,17.32402350525902,3
8.62,5.04,1.19,1.054,17.132152682227627,5
7.74,48.72,1.0,0.834,21.178536398124095,5
9.61,6.53,1.71,0.661,18.68456590637537,4
9.09,5.42,0.87,0.326,17.759996432691935,3
6.84,2.08,0.8,-0.152,13.430316674813808,1
8.45,3.25,0.8,0.003,16.00941680489437,2
6.86,10.02,0.83,0.129,16.864338607656137,2
8.31,12.17,1.22,0.439,18.73645289115033,3
7.41,2.56,0.92,0.995,14.451199826559249,4
7.93,1.64,1.13,0.182,14.00421924023849,2
7.04,4.07,0.53,0.07,15.0879720461261,2
6.43,6.25,0.49,-0.047,15.409400086720376,2
9.67,0.86,0.95,1.001,14.342492256217838,5
8.45,-0.32,1.1,1.695,10.97574989159953,5
6.72,6.36,0.98,1.184,15.73728557824207,4
8.92,1.83,2.16,0.24,15.232255448652147,2
9.33,5.41,2.52,0.6,17.995986325532847,3
7.15,1.81,0.57,1.459,13.438392874345922,5
9.94,0.66,1.89,0.264,14.037719677709344,2
8.08,4.06,0.64,-0.042,16.122630167885973,2
7.64,4.26,0.99,0.318,15.787047995513593,2
9.56,12.55,1.65,0.666,20.053218629085286,4
8.61,1.74,1.64,-0.024,14.812746241412999,1
9.7,6.39,1.67,0.1,18.727504290791998,1
7.97,9.52,0.97,0.417,17.86318474192237,3
8.5,3.62,1.12,0.225,16.29354285266583,2
8.23,3.77,1.07,0.035,16.111706751028965,1
7.93,11.74,1.42,0.435,18.27834048455798,3
8.83,1.35,0.78,1.019,14.481668842475031,5
7.59,17.88,0.98,0.607,18.851837572299495,4
5.96,2.08,0.75,-0.216,12.550316674813807,1
5.4,7.29,0.96,0.45,14.713637641589875,2
8.79,2.97,1.11,1.503,16.15378224658606,5
7.98,4.23,1.19,0.94,16.111701836875213,4
9.34,5.43,3.81,0.653,18.013999147944233,4
8.48,2.78,0.81,0.869,15.700223979590382,4
7.1,3.91,0.78,-0.071,15.060883786979334,1
9.55,34.45,1.07,1.043,22.235946131218224,5
7.9,4.38,0.91,0.18,16.1073705525205,2
7.94,14.63,0.95,0.47,18.766221630626557,4
5.81,6.65,0.57,-0.078,14.924108226515521,1
6.59,5.63,0.96,1.442,15.342541974256731,5
8.41,3.71,1.07,0.006,16.25686954807523,2
6.97,5.81,0.72,-0.045,15.790880661951654,2
3.77,2.84,0.91,-0.19,11.036591700235187,0
9.32,8.35,1.4,0.43,18.928432377418012,3
6.81,2.84,0.91,-0.18,14.076591700235188,1
7.98,1.24,1.0,-0.036,13.447108425811177,2
8.71,14.76,0.72,0.602,19.555431787435115,4
8.57,9.42,1.51,0.235,18.440254513964387,2
7.89,16.22,0.8,0.483,18.940254249375688,3
9.76,10.87,3.85,0.542,19.941147720431474,3
9.2,2.86,1.42,0.009,16.481830165645214,2
8.4,3.13,1.07,0.244,15.877721687732242,2
8.1,6.36,1.45,0.376,17.11728557824207,2
7.9,1.2,1.11,-0.081,13.295906230238124,1
4.77,21.24,2.05,0.139,16.405772562047158,2
8.31,0.55,1.24,1.432,12.01181344747122,5
9.25,4.44,0.88,0.323,17.4869148505731,2
9.07,0.93,1.09,0.006,13.912414742769677,1
9.2,3.0,1.72,0.512,16.585606273598312,1
9.61,1.73,0.86,0.109,15.800230515643976,2
9.3,6.56,1.61,0.597,18.3845191968783,3
6.85,4.09,0.9,0.979,14.908616540036709,4
8.99,4.77,1.49,1.511,17.38259189520057,5
6.45,7.65,1.0,0.98,15.868307175768088,4
8.83,4.63,1.32,0.418,17.157904955089766,3
9.79,3.87,1.93,0.377,17.728554825094555,3
8.39,-1.68,1.11,0.35,14.516546408629315,1
8.16,1.46,1.44,1.66,13.981764278922185,5
9.92,3.62,1.43,0.48,17.713542852665828,3
8.67,3.02,1.28,0.148,16.070034714785752,2
9.49,2.64,0.93,0.137,16.598019634349157,2
8.07,2.55,0.99,-0.08,15.102700902169776,1
8.07,8.62,1.46,0.809,17.747536329123562,4
7.6,3.01,0.9,-0.12,14.992832477969216,1
9.21,7.79,1.25,0.48,18.66768728836282,4
10.58,-0.48,2.4,0.414,13.986206186877936,3
8.71,3.77,0.79,1.191,16.591706751028966,5
7.51,3.74,0.99,0.043,15.374358011002402,1
7.03,16.64,0.79,0.411,18.135766609773526,3
8.3,10.45,1.02,0.438,18.395581452235366,3
7.22,5.28,0.61,1.038,15.83316961266906,5
7.54,4.92,1.16,0.031,15.9998255138368,2
8.2,7.95,1.1,0.447,17.70183564328235,3
6.44,13.05,0.89,1.0,17.018052558371497,5
7.51,3.8,0.85,1.416,15.40891798308405,5
4.5,2.01,0.94,-0.098,11.015980287102444,1
9.46,1.84,1.02,0.781,15.784089115047683,4
10.09,9.02,2.13,0.532,19.86603268770971,4
8.56,3.97,0.85,1.062,16.553952533815576,5
8.84,5.52,1.13,0.813,17.549695388645993,4
7.52,0.88,1.02,1.924,12.242413360750843,5
8.19,11.5,0.9,0.435,18.493489201768057,3
7.67,5.74,0.99,0.114,16.464559461989868,2
6.4,2.5,0.97,-0.095,13.389700043360188,1
8.94,5.6,1.23,0.38,17.680940135031,3
7.77,0.63,2.09,1.504,11.766702747267908,5
8.25,17.29,2.99,0.694,19.438974966369614,3
5.98,2.77,0.84,0.144,13.192398845322243,1
8.19,6.6,1.17,0.521,17.287719677709344,3
8.43,6.07,1.0,0.389,17.345943455376286,3
8.82,3.37,2.01,0.477,16.458149504356694,3
7.78,14.4,0.91,0.543,18.57181246047625,3
7.63,2.13,1.54,0.057,14.271898017193688,0
7.99,0.25,0.86,-0.075,9.979700043360188,1
7.26,2.7,1.05,1.472,14.416818820794937,6
9.13,8.49,1.61,0.473,18.774538451219765,3
6.42,4.94,0.85,0.066,14.888634744618235,2
10.35,8.32,2.41,0.64,19.95061663145362,4
7.92,1.43,1.19,1.558,13.69668018732531,6
8.54,4.22,1.25,1.317,16.66656225480837,4
9.1,2.86,1.83,1.17,16.381830165645216,6
8.05,9.85,0.72,0.389,18.017181152488057,1
8.5,4.46,1.09,0.123,16.74667429356071,2
6.49,5.76,0.82,-0.107,15.29211241711606,1
5.99,24.16,0.73,0.294,17.90548464974547,2
7.78,10.66,1.03,0.399,17.918786023452768,3
8.11,3.09,1.44,0.017,15.559792397124173,2
7.24,2.74,1.06,1.228,14.42875281410194,5
7.42,4.69,1.03,1.228,15.775864213575417,5
8.37,9.72,0.67,0.48,18.308331324631375,3
8.85,2.43,0.97,1.119,15.77803136799156,4
8.43,5.49,1.31,0.306,17.127861722250458,2
6.96,2.6,0.99,0.015,14.03486673985409,1
6.91,5.8,1.24,1.205,15.727139967814686,5
2.65,12.16,0.6,-0.12,13.074667874683582,1
9.53,7.71,1.11,0.639,18.965271890254783,4
8.71,1.51,1.01,1.111,14.604884736465849,5
8.35,2.66,1.22,-0.065,15.474408183155335,2
6.19,5.63,0.59,1.606,14.94254197425673,6
9.5,4.44,1.69,0.175,17.7369148505731,2
5.18,6.58,0.89,-0.15,14.271129468069777,1
8.91,20.28,1.25,0.647,20.44533975330649,4
6.89,4.17,1.53,-0.089,14.990680274868787,1
8.0,5.59,1.25,-0.04,16.737059039432115,1
8.85,3.33,1.42,0.397,16.4622211675316,3
8.62,12.16,1.32,0.463,19.044667874683583,3
8.14,2.22,1.25,1.692,14.871764872253195,5
6.9,4.24,0.93,-0.065,15.036829282963664,1
5.44,8.54,0.56,0.913,15.097289353445024,4
8.5,9.34,1.24,0.467,18.351734381150465,3
7.12,18.64,0.99,0.398,18.472229540089813,3
7.94,3.26,0.82,0.165,15.506088000339695,2
7.85,35.91,1.12,0.764,20.626077025630366,4
9.0,11.94,1.11,0.518,19.38502163396675,3
7.09,6.5,0.99,0.128,16.15456678321428,2
8.04,1.67,1.01,-0.122,14.153582355737916,1
7.66,4.45,0.73,1.123,15.901800054904658,5
8.11,2.28,1.8,0.874,14.89967423500227,1
9.18,0.5,1.34,-0.009,12.674850021680093,2
7.76,4.37,0.79,1.238,15.96240718485211,5
6.77,7.33,0.54,0.94,16.09551987320564,4
8.41,6.2,0.91,1.008,17.37195844749127,4
8.51,1.17,1.08,1.586,13.850929308730809,5
8.67,23.32,1.31,0.827,20.508642730434882,5
9.43,1.67,1.09,1.518,15.543582355737916,5
6.96,5.39,0.95,1.455,15.617943825933693,5
8.97,6.5,1.12,0.404,18.03456678321428,3
7.0,1.59,0.99,0.588,13.006985621602258,2
8.92,1.24,1.31,0.092,14.387108425811176,2
9.4,8.43,1.49,0.47,19.029137873123712,3
8.4,1.36,0.74,1.626,14.067694541851088,6
7.14,5.9,0.76,1.177,15.99426005821072,5
8.22,8.6,1.16,0.427,17.89249225621784,3
7.68,3.33,0.69,-0.035,15.292221167531599,1
11.91,-19.25,15.82,1.5,23.3321536692226,6
7.63,2.67,0.94,0.088,14.762556306822876,1
7.84,4.18,1.29,1.36,15.945881408875175,5
8.07,1.0,0.7,1.607,13.07,6
7.92,10.54,1.14,0.407,18.034203054382637,3
8.78,12.77,1.3,0.59,19.310954486317076,3
6.92,7.42,0.78,0.951,16.272019526395134,5
7.67,3.08,1.07,-0.074,15.112753582502222,1
8.57,1.35,1.29,0.401,14.221668842475031,3
8.86,1.43,0.85,0.934,14.63668018732531,5
10.39,2.34,1.82,0.401,17.236079287050714,2
8.88,6.9,1.84,0.1,18.074245453686277,2
7.7,20.61,0.89,0.417,19.270389958896065,3
7.36,17.82,1.08,0.524,18.61453849850428,3
8.33,8.18,6.45,0.448,17.893766518356614,3
7.12,8.08,1.32,1.069,16.65705680387293,5
6.98,2.13,2.53,0.318,13.621898017193688,3
7.03,3.09,0.79,0.019,14.479792397124173,1
7.62,0.63,1.01,-0.117,11.616702747267908,1
9.0,2.89,1.32,1.223,16.304489213782738,5
11.27,0.45,3.24,0.506,14.53606256887672,3
8.06,1.53,1.05,-0.091,13.983457154087995,1
7.89,5.22,0.97,0.078,16.47835251501131,2
7.72,5.61,1.19,1.048,16.464814306280807,5
6.86,6.77,0.8,0.232,16.01294334342572,2
9.26,0.77,1.31,0.198,13.69245362586241,2
8.25,2.87,0.82,1.56,15.539409483669962,5
9.05,9.84,1.09,0.611,19.014975492156708,4
7.82,6.81,0.98,0.24,16.985735559563928,1
9.33,8.8,1.76,0.473,19.052413360750844,3
9.43,4.58,1.51,0.39,17.734327390019345,3
7.97,7.62,0.87,0.45,17.379774856698003,3
8.3,-2.35,1.16,0.311,15.155339311358683,2
7.45,5.19,1.12,1.163,16.02583678924229,5
8.07,12.68,1.0,0.468,18.58559626772857,3
7.03,3.76,0.97,1.122,14.905939224638306,5
6.04,6.49,0.84,0.037,15.101223484001846,1
6.22,1.94,0.77,-0.194,12.659008649651131,1
7.44,5.87,1.19,1.06,16.28319050623807,5
8.24,2.92,1.15,1.32,15.566914257242093,5
9.19,2.23,1.31,0.025,15.931524315240804,2
8.2,4.75,1.15,0.352,16.58346804812433,2
6.23,2.38,0.97,2.088,13.11288478528256,6
10.78,6.77,2.47,0.48,19.93294334342572,2
7.21,4.62,1.08,0.944,15.533209877780628,4
7.58,3.23,0.57,0.088,15.126012611655515,2
7.84,19.05,0.75,0.554,19.23947490005819,3
8.56,6.63,0.72,0.34,17.66756764202387,3
7.88,4.93,0.91,0.973,16.34423459638615,5
8.83,1.3,0.94,-0.051,14.399716761534183,1
8.54,3.48,1.16,1.055,16.247896219732905,4
1.74,3.99,0.79,-0.199,9.744864478433742,0
6.46,6.08,0.77,-0.127,15.379517896363673,1
7.96,13.68,1.06,0.652,18.640430486920486,4
9.02,5.94,1.86,0.639,17.888932224905968,4
9.28,8.18,1.26,0.5,18.843766518356617,4
8.55,1.76,1.37,1.043,14.77756333907075,5
8.29,3.61,1.2,0.171,16.077536009528288,2
8.9,1.75,1.34,0.163,15.115190243431472,2
8.66,3.34,0.87,1.089,16.27873233405782,4
4.95,1.56,0.85,-0.197,10.91562299177231,1
7.84,27.15,0.7,0.648,20.00884916962433,4
7.02,2.31,0.71,0.951,13.838059899460722,4
8.45,1.85,0.9,1.086,14.785858642015068,4
6.86,3.83,0.81,1.111,14.775993869843115,5
8.6,10.7,0.72,0.532,18.74691888842605,3
6.99,1.96,0.98,-0.139,13.45128035678238,1
7.3,1.96,0.87,1.432,13.761280356782379,5
10.8,-2.26,1.56,0.347,17.570542195737005,2
6.74,16.13,0.9,0.491,17.778171836944807,3
8.71,5.08,1.95,0.733,17.239318561419598,4
7.8,9.85,0.88,0.398,17.767181152488057,3
8.85,1.72,1.62,1.196,15.027642234537744,5
8.8,3.68,4.35,0.1,16.629239093367588,2
8.05,3.12,1.02,0.085,15.520772970092215,2
8.11,2.87,0.7,1.464,15.399409483669961,5
7.93,1.13,1.07,0.025,13.195392217417098,2
9.35,0.25,1.54,1.536,11.339700043360187,6
8.93,1.55,0.91,2.7,14.881658490851457,7
8.24,3.12,0.89,-0.076,15.710772970092215,1
7.52,11.04,1.35,0.282,17.7348453669659,2
8.61,3.3,1.23,1.373,16.202569699389436,5
9.27,1.81,1.0,1.767,15.558392874345923,5
8.82,10.06,1.52,0.413,18.832989903599543,3
9.65,4.9,0.88,0.44,18.100980400142568,3
7.6,17.34,1.17,0.519,18.795245465700958,3
5.93,19.46,1.04,0.311,17.375714179661664,3
7.85,9.15,1.0,0.417,17.65710547033224,3
7.78,4.65,0.97,0.263,16.11726476444977,2
10.46,4.55,2.17,0.53,18.75005698328556,3
7.9,1.27,0.97,-0.105,13.419018604779785,1
8.81,6.01,1.59,0.399,17.7043723600137,3
7.86,1.0,0.65,1.365,12.86,5
8.21,8.66,1.06,0.4,17.897589460086735,3
8.11,0.85,1.23,1.73,12.757094628571462,5
7.94,3.73,0.74,1.311,15.798544159043438,5
9.23,4.91,0.84,0.276,17.68540746061484,2
8.95,0.88,0.79,1.135,13.672413360750843,5
6.93,8.22,1.0,1.069,16.50435908770025,5
7.54,14.29,1.54,0.486,18.315161143954853,3
4.84,4.36,1.23,-0.125,13.03743244634293,1
8.77,1.99,1.34,-0.009,15.264265382048531,2
6.21,81.69,0.83,0.84,20.770844480298134,5
8.42,7.39,3.96,0.3,17.76322219197413,2
6.4,6.49,1.75,-0.081,15.461223484001847,1
8.63,3.71,1.22,0.635,16.47686954807523,3
7.17,4.1,4.55,-0.049,15.233919283598677,2
8.8,2.43,1.16,1.746,15.728031367991562,6
7.64,2.45,0.92,-0.111,14.585830421822664,1
6.97,0.76,1.08,1.803,11.374067961403956,6
9.0,18.23,0.86,0.657,20.30393334327488,4
8.16,1.09,0.71,1.633,13.347132489703117,6
8.4,3.72,1.13,0.3,16.252714699409488,2
8.05,4.92,0.72,0.11,16.5098255138368,2
8.6,2.93,0.86,1.366,15.934338101770548,5
7.48,2.62,0.96,-0.14,14.571506456598728,1
9.98,2.38,1.51,1.157,16.86288478528256,5
8.38,7.15,0.68,0.317,17.651530209005404,3
6.82,6.93,1.13,1.12,16.023666173059034,4
6.35,7.55,0.55,-0.04,15.739734758145941,1
9.22,1.96,1.32,0.046,15.68128035678238,2
9.22,1.86,1.8,0.194,15.567564721089582,2
9.13,16.05,1.43,0.624,20.157375183704456,3
8.02,4.3,0.94,0.091,16.187342277897933,2
9.78,80.13,1.67,1.473,24.298975713705175,6
9.09,1.02,0.97,1.706,14.133000858809588,6
8.18,2.68,1.16,0.308,15.320673970143945,1
9.29,8.62,2.1,0.299,18.96753632912356,2
7.14,7.15,0.75,-0.004,16.411530209005402,2
8.03,3.11,0.91,0.315,15.493801945134187,2
7.67,26.51,1.11,0.692,19.787048638665468,4
7.0,7.45,0.9,1.122,16.360781363741463,5
9.06,14.12,1.39,0.636,19.809173483578924,4
9.24,8.41,0.97,0.637,18.863979978989562,4
8.28,9.03,0.99,0.387,18.05843875156753,3
7.73,5.31,0.91,-0.008,16.355472605407346,2
9.88,9.32,1.06,0.728,19.727079561769905,4
6.99,5.79,0.75,0.235,15.803392818637182,2
8.83,10.43,0.94,0.692,18.921421542132656,4
7.81,2.12,1.23,0.077,14.441679304643756,1
7.78,4.73,0.64,1.098,16.154305703689058,5
8.45,0.64,1.32,0.005,12.480899869919435,2
8.04,1.73,0.73,1.534,14.230230515643976,5
6.41,11.95,1.21,0.32,16.796839526420783,2
6.22,2.67,0.7,-0.136,13.352556306822876,1
8.65,4.7,1.15,0.146,17.01048928967859,2
7.04,3.76,0.55,-0.015,14.915939224638304,2
9.52,3.19,0.86,0.475,17.038953415285903,3
9.51,1.65,1.32,0.13,15.597419721069532,2
8.17,1.37,1.16,0.232,13.853602835782034,2
7.83,3.26,1.36,0.189,15.396088000339695,2
7.92,12.32,0.99,0.495,18.373053539142035,3
7.1,14.41,0.81,0.931,17.893319904069948,4
8.59,18.62,1.93,0.784,19.93989838322662,5
7.17,8.92,0.82,0.128,16.921824271880617,2
8.36,3.04,1.35,1.723,15.774367918043769,6
8.26,7.92,1.21,1.051,17.753625907947466,5
7.36,36.05,0.92,0.801,20.14452634527724,4
7.67,5.26,1.2,0.252,16.274928720768695,2
6.57,4.64,0.96,-0.051,14.902589902774405,1
9.8,2.31,1.73,0.319,16.618059899460725,3
6.85,9.63,1.08,0.024,16.76813143562267,2
7.75,2.38,1.17,0.111,14.63288478528256,2
9.21,3.08,0.76,0.313,16.65275358250222,2
8.49,0.53,1.0,1.575,12.111379348003945,6
6.89,6.22,0.54,-0.013,15.858951923454093,2
8.27,4.33,0.68,1.122,16.452439481766827,5
10.72,46.51,2.35,1.689,24.057731697557585,6
8.88,0.6,1.4,0.35,12.770756251918218,1
8.91,1.44,1.12,1.189,14.701812460476248,5
8.11,2.64,1.31,0.287,15.218019634349155,2
8.22,6.06,0.8,0.083,17.132363120831428,2
9.03,8.79,1.52,0.413,18.749944375368855,3
9.48,8.74,1.51,0.35,19.187557163172016,3
8.26,-0.24,1.19,0.128,10.16105620855803,1
6.35,9.08,0.81,1.194,16.140429242605425,5
9.19,7.5,1.8,0.41,18.565306316958498,3
9.84,7.33,0.96,0.538,19.16551987320564,3
10.22,-0.23,1.94,0.182,12.028639180087966,1
11.56,172.78,3.88,1.675,27.74746734834364,6
7.4,4.3,0.99,0.876,15.567342277897934,4
7.47,3.92,0.64,1.261,15.436430335102287,5
10.19,6.73,1.23,0.558,19.330075321119885,3
8.75,1.36,2.49,0.063,14.417694541851088,2
6.18,5.76,0.55,0.023,14.98211241711606,2
9.04,6.74,1.31,0.51,18.1832994826766,3
10.83,19.31,2.39,1.04,22.258911368896975,5
5.88,4.26,0.67,0.08,14.027047995513595,2
6.15,5.46,0.78,1.376,14.835963213523687,5
7.96,5.85,1.15,1.062,16.7957793304109,5
5.29,8.99,0.53,-0.032,15.058798458666143,1
7.86,9.37,0.62,0.362,17.71869795443889,3
6.67,3.84,0.9,-0.032,14.591656121837655,1
9.02,8.25,1.4,0.431,18.602269742749627,4
7.26,1.61,0.97,0.001,13.294129380159248,1
7.84,8.29,0.81,0.242,17.432772652751368,2
7.81,1.94,0.94,1.13,14.249008649651131,5
9.15,2.96,1.63,0.173,16.506458555294692,1
8.86,2.89,1.38,0.278,16.164489213782737,1
8.33,0.7,1.53,0.715,12.555490200071283,4
8.06,8.44,1.2,0.471,17.69171223312828,3
7.94,7.19,1.11,0.129,17.223644451914414,2
7.66,2.78,0.88,1.099,14.880223979590381,5
5.62,11.7,0.65,1.249,15.960929308730808,5
9.0,19.58,0.82,0.834,20.459063437335594,5
11.22,2.46,1.77,0.906,18.174675535516897,4
4.9,10.8,0.81,1.144,15.067118777434748,5
7.31,6.13,0.98,1.34,16.247302372592074,5
7.28,3.89,1.01,0.216,15.22974800662854,2
8.25,4.71,0.88,1.08,16.61510453564448,4
8.05,4.11,1.81,0.267,16.119209109380346,1
9.64,22.02,1.55,0.909,21.354086573178662,5
9.0,1.7,1.02,1.753,15.152244606891369,5
7.03,2.61,0.79,1.005,14.113202536691404,5
6.85,3.12,1.07,0.978,14.320772970092214,5
7.01,2.15,0.93,0.801,13.672192299578027,3
8.64,6.57,0.81,0.12,17.7278268477989,2
8.05,6.65,1.05,0.215,17.164108226515523,2
8.47,3.64,0.73,0.949,16.27550691824528,5
9.09,4.64,1.67,0.467,17.422589902774405,3
7.77,8.18,0.94,0.503,17.333766518356615,3
8.8,10.65,2.08,0.518,18.936748038873784,3
8.91,2.85,0.79,1.329,16.18422430004255,5
8.94,1.66,2.29,0.104,15.040540440200274,1
7.51,12.85,0.84,0.541,18.054515638336568,3
8.91,8.1,1.4,0.463,18.45242509439325,3
8.01,4.04,0.96,1.216,16.041906825553024,5
10.09,6.12,1.94,0.461,19.023757110727807,3
8.55,31.9,1.28,0.887,21.068953415285904,5
8.5,1.49,1.16,0.316,14.36593134206137,1
9.39,7.19,1.48,0.742,18.673644451914413,4
7.12,8.23,0.97,0.969,16.69699917606135,5
8.19,3.85,1.25,1.112,16.117303647542503,5
9.6,6.46,2.04,0.17,18.65116258997542,2
8.63,2.25,1.36,1.073,15.390912590556812,5
9.48,2.46,1.63,0.579,16.434675535516895,4
8.29,2.39,0.85,1.119,15.181989504740688,5
8.38,5.16,1.34,0.214,16.943248508136058,2
7.64,3.39,0.66,-0.09,15.290998491015412,1
9.56,9.19,1.05,0.679,19.376577556930556,4
8.52,7.63,1.36,0.241,17.9326226897744,2
8.97,6.63,3.2,0.241,18.077567642023865,2
8.47,2.9,0.85,0.355,15.78198998949478,3
7.21,4.4,0.66,1.036,15.427263382430937,5
6.66,8.4,0.91,-0.015,16.281396430309407,1
5.97,19.94,0.83,0.447,17.468625769878184,3
8.15,4.13,1.3,0.037,16.229750258282007,1
8.17,4.37,0.9,0.529,16.372407184852108,3
6.72,8.98,0.98,1.095,16.48638168333652,5
6.91,8.86,0.95,0.444,16.647168609435255,3
9.27,23.49,1.4,0.891,21.12441508388803,5
7.93,5.15,0.63,0.483,16.489036145205958,3
8.18,16.82,1.2,0.696,19.309129957309466,4
9.68,1.2,1.61,0.171,15.075906230238125,2
9.59,12.5,2.12,0.457,20.07455006504028,3
8.26,3.8,1.0,-0.079,16.158917983084052,2
7.57,4.6,1.02,0.158,15.88378915840787,2
8.27,5.02,1.89,0.099,16.773518585725096,1
6.77,6.45,0.67,0.329,15.817798573176338,3
8.72,5.87,1.08,0.051,17.563190506238072,2
6.05,16.26,0.7,0.951,17.105602706290245,5
